tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,jumlah_promosi,day_after,day,month,year
1978,2,2,57781000,1,0,48,9203,24276,32368,22253,1,1,2,0,0,787,25,2,2014
1962,1,1,59204529,1,1,4,88,12491,618,12226,2,0,2,0,0,564,16,7,2013
1972,2,1,32483683,1,0,66,5486,43785,27360,6206,3,2,4,0,0,565,17,7,2013
1984,1,1,164849638,0,0,16,50001,651254,95353,89948,1,4,9,0,5,561,14,7,2013
1969,3,1,121407344,0,1,44,24043,654225,31140,39133,5,9,6,0,6,567,18,7,2013
1986,2,1,91341000,1,0,77,4046,12138,8092,6069,2,1,3,0,1,857,6,5,2014
1986,2,1,162800562,0,0,13,48763,434324,146376,85230,2,12,10,0,5,561,15,7,2013
1979,1,1,126763018,0,0,23,61603,619141,183474,217601,2,3,10,0,1,561,15,7,2013
1957,4,1,155876000,0,0,21,38437,845614,50575,62713,3,8,7,0,5,480,24,4,2013
1960,2,1,136164632,0,1,46,81740,369961,61948,46989,3,8,9,0,3,568,17,7,2013
1981,1,0,15320000,1,1,1,16184,10115,19891,18207,4,8,5,0,0,360,25,12,2012
1956,2,1,106820999,0,1,55,5494,63299,6447,15074,1,1,3,0,3,561,14,7,2013
1951,4,2,106102000,0,0,39,0,22253,0,2023,1,3,6,0,0,589,11,8,2013
1961,2,0,166520381,0,0,76,106383,1900094,109385,195773,0,4,11,0,4,561,13,7,2013
1969,2,1,117906931,0,0,27,13954,234546,36103,41933,2,1,8,0,5,560,14,7,2013
1953,2,1,129345181,0,0,51,212071,524650,143535,128131,3,8,9,0,6,568,19,7,2013
1993,0,2,51296000,0,0,0,74851,32368,50575,123403,3,4,3,0,0,361,26,12,2012
1993,1,0,179403786,0,0,76,174358,1215008,137608,211665,2,5,9,0,3,561,15,7,2013
1982,1,1,107184679,0,1,56,30345,553169,47315,261548,1,4,8,0,0,558,11,7,2013
1975,3,2,155173428,0,0,72,38872,194952,9142,26657,2,5,11,0,2,560,15,7,2013
1977,0,0,51969839,1,0,35,12028,21715,37742,11141,1,1,1,0,3,560,15,7,2013
1955,2,1,129606631,0,0,32,92632,364409,61911,28064,2,9,12,0,1,568,17,7,2013
1971,2,1,71224000,1,2,36,12138,70805,20230,6069,5,3,6,0,2,238,25,8,2012
1958,3,0,64570844,1,1,7,4810,6113,4359,7597,3,1,4,0,0,560,15,7,2013
1971,3,1,117598965,0,1,61,13528,112382,38111,32449,1,3,10,0,3,561,14,7,2013
1957,2,1,136954388,0,1,47,27142,244458,17702,0,3,8,7,0,3,562,16,7,2013
1973,2,0,143849297,0,0,50,149501,859046,94741,169112,1,3,10,0,2,561,15,7,2013
1965,4,2,61353363,1,1,23,738,8762,2148,3614,0,4,0,0,0,561,14,7,2013
1974,2,1,81124005,1,0,37,19534,171449,13075,25656,4,6,2,0,5,565,16,7,2013
1954,3,2,139672000,0,1,34,64736,453152,252875,93020,1,7,6,0,0,717,17,12,2013
1964,4,3,75079242,1,0,52,3616,16184,12138,6069,0,0,1,0,0,722,22,12,2013
1966,3,1,124519017,0,1,79,84710,578262,102083,58366,2,9,6,0,5,562,16,7,2013
1977,2,1,72615416,0,0,21,13869,74839,8668,14634,7,3,4,0,1,561,13,7,2013
1955,2,0,169064762,0,0,17,143392,1143038,185646,92915,1,6,11,0,1,563,18,7,2013
1973,2,1,46920000,1,0,11,12138,32407,26299,4046,4,1,2,0,2,524,7,6,2013
1980,2,2,164341000,0,1,57,155771,1088374,171955,352002,2,6,5,0,0,485,29,4,2013
1979,3,2,89626000,1,0,17,24276,254898,58667,18207,7,6,10,0,2,881,30,5,2014
1960,2,1,137829000,0,1,21,12138,133518,74851,60690,2,10,5,0,1,623,14,9,2013
1970,4,2,117543345,0,1,57,3401,106579,0,6803,2,3,9,0,3,560,16,7,2013
1962,4,2,113653006,0,1,67,13677,433093,64020,62067,7,5,7,0,6,568,18,7,2013
1952,2,1,79582000,0,1,54,6069,173978,16184,12138,1,4,7,0,0,660,21,10,2013
1956,2,0,138312696,0,0,32,82474,1019605,201268,141184,2,2,5,0,5,565,18,7,2013
1962,4,3,98373000,0,1,97,6069,44506,8092,0,5,4,9,0,5,275,1,10,2012
1985,4,0,83212897,1,0,37,4280,97858,2140,4163,2,1,1,0,0,560,15,7,2013
1954,2,3,141111000,0,1,47,6069,513842,303450,32368,4,10,7,0,1,412,15,2,2013
1952,3,1,135141439,0,1,73,9099,112669,10918,8092,3,4,6,0,4,561,14,7,2013
1969,4,3,69945000,1,0,39,0,10115,18207,14161,3,2,2,0,2,908,26,6,2014
1980,2,1,164994978,0,0,25,360787,1408068,267707,115316,0,2,8,0,4,561,15,7,2013
1970,2,1,157222222,0,0,75,45793,789578,88534,72331,2,3,5,0,3,561,14,7,2013
1953,2,2,109446982,0,0,14,50907,239044,70906,15023,3,7,5,0,4,567,18,7,2013
1960,2,2,82608533,1,0,56,10115,273251,114,41978,8,7,4,0,5,563,15,7,2013
1979,1,2,48107551,1,0,39,10078,26225,18746,4046,2,0,3,0,2,560,13,7,2013
1949,1,2,134601061,0,0,3,88890,283617,26953,41465,2,8,7,0,4,561,16,7,2013
1957,3,1,117720756,0,1,31,18207,394485,38437,56644,5,8,12,0,6,263,19,9,2012
1973,4,0,79188703,1,0,20,6323,12502,3227,0,3,1,3,0,0,560,16,7,2013
1988,2,0,176788459,0,0,3,166013,1381733,143456,88880,2,3,9,0,1,566,17,7,2013
1976,3,2,144001383,0,0,72,73628,494497,56243,62706,2,4,8,0,3,560,11,7,2013
1970,2,2,153671484,0,0,37,80785,525498,206526,82292,0,8,11,0,4,560,15,7,2013
1952,3,1,105873539,0,0,52,13503,165245,28220,2579,6,9,4,0,4,561,16,7,2013
1974,2,2,61454000,1,0,71,18207,48552,0,14161,0,4,0,0,0,561,15,7,2013
1960,4,2,116991184,0,1,83,15486,195080,14323,11638,3,8,6,0,1,567,17,7,2013
1956,2,1,110240419,0,1,66,35055,250822,21656,0,6,9,8,0,4,561,14,7,2013
1979,2,0,138521083,0,0,22,29533,944120,311253,129886,0,2,5,0,5,560,15,7,2013
1980,2,0,88871145,1,1,59,4046,20230,0,6069,0,2,2,0,0,560,15,7,2013
1973,2,2,69669000,1,1,32,4046,32368,8092,10115,3,4,4,0,2,752,21,1,2014
1974,2,1,165442872,0,0,17,155350,1190861,92673,65654,0,6,10,0,6,566,17,7,2013
1965,3,1,125802890,0,0,88,24968,507274,73294,69267,0,5,8,0,4,561,14,7,2013
1971,3,1,165582089,0,0,70,261908,1550501,117034,128264,0,6,8,0,4,568,17,7,2013
1956,2,0,124269620,0,0,78,27775,166531,32628,7415,2,10,8,0,4,561,14,7,2013
1961,2,3,72778397,1,1,20,2675,10700,8092,10081,1,0,3,0,0,564,15,7,2013
1974,3,3,110813000,1,1,4,20230,283220,24276,10115,9,5,7,0,4,611,2,9,2013
1967,4,0,140460000,0,0,35,42483,1029707,32368,68782,4,2,4,0,5,668,29,10,2013
1973,3,1,71872753,1,0,23,33528,55995,8651,4734,3,3,3,0,6,561,13,7,2013
1985,2,1,81418000,1,0,93,4046,6069,8092,0,0,0,5,0,0,593,15,8,2013
1968,4,2,166156000,0,0,18,32368,926534,315588,295358,3,0,15,0,2,620,11,9,2013
1985,3,2,56602000,1,0,64,0,32635,6069,0,2,4,1,0,2,462,6,4,2013
1964,2,1,149619527,0,0,54,151365,921012,317895,330534,1,5,8,0,2,568,20,7,2013
1953,2,2,140959411,0,0,74,47298,431878,51511,53018,1,6,11,0,3,560,14,7,2013
1977,2,1,116027000,0,0,48,216461,479451,483497,358071,1,8,6,0,0,338,3,12,2012
1960,4,2,69496096,1,0,54,0,55521,14079,4529,3,3,3,0,2,561,16,7,2013
1978,1,3,138833000,0,1,27,52598,287266,109242,38437,0,2,10,0,0,274,30,9,2012
1956,2,1,94509000,0,1,17,44506,150274,82310,34391,5,5,9,0,0,578,31,7,2013
1979,1,1,192777694,0,0,8,46834,436304,138739,162311,0,6,7,0,2,561,14,7,2013
1956,2,0,138402318,0,0,33,83312,1018041,189854,136831,2,2,4,0,5,566,18,7,2013
1982,0,1,17450668,0,0,20,36414,25921,18557,40999,2,3,3,0,6,561,17,7,2013
1952,3,0,108909697,0,1,20,2637,76317,1527,0,8,8,7,0,4,563,15,7,2013
1961,2,0,106007387,0,1,70,2023,19550,0,5626,0,0,1,0,3,561,17,7,2013
1970,1,1,78456742,1,0,87,8659,30166,11481,9174,0,0,3,0,0,560,15,7,2013
1959,2,1,89651156,0,1,93,3746,63016,2809,1873,2,5,3,0,2,561,14,7,2013
1949,4,1,11121000,1,1,62,0,20230,10115,8092,3,0,0,0,2,801,11,3,2014
1956,2,2,143463000,0,1,67,157794,740418,103173,48552,2,9,6,0,2,211,29,7,2012
1967,3,2,128273000,0,1,28,0,214438,48552,22253,1,9,9,0,0,578,31,7,2013
1956,2,3,97176733,0,1,45,8486,179335,18394,34732,3,9,7,0,3,565,18,7,2013
1955,2,1,132507177,0,2,19,23578,225061,34151,14865,3,5,11,0,2,568,21,7,2013
1947,4,0,94343000,0,0,8,42483,50575,46616,24276,1,4,2,0,5,879,28,5,2014
1983,2,1,62396000,1,0,62,6069,66759,14161,12138,2,1,4,0,0,233,20,8,2012
1976,2,1,54562979,1,0,50,12098,42404,10350,3014,1,3,2,0,0,560,13,7,2013
1975,3,2,143602378,0,0,29,27791,616969,148403,85496,3,9,12,0,1,565,17,7,2013
1953,4,0,105817777,1,1,53,3576,146764,14306,0,8,9,4,0,4,563,15,7,2013
1958,3,0,104646000,1,1,40,0,18207,0,0,3,1,4,0,0,879,28,5,2014
1972,2,3,125681761,0,1,13,52380,146678,20296,267,12,6,5,0,6,562,16,7,2013
1965,2,2,114559000,1,1,14,0,66759,10115,0,8,3,8,0,1,565,17,7,2013
1992,1,0,157899000,0,0,39,99127,1284605,203334,101150,2,7,7,0,1,287,13,10,2012
1958,2,1,151012993,0,0,13,183182,1286029,260315,223147,0,6,6,0,6,568,20,7,2013
1968,2,2,102411327,1,1,39,8145,84051,18327,9436,3,1,2,0,0,567,18,7,2013
1987,4,0,84613852,0,0,25,140332,473604,151318,110890,1,2,11,0,6,560,16,7,2013
1974,2,1,82183799,1,0,54,14675,193366,10810,26363,6,7,3,0,5,565,17,7,2013
1973,3,0,139914302,0,0,29,31120,994423,130443,85526,2,2,4,0,5,565,16,7,2013
1973,4,1,171014909,0,0,79,189937,1166661,164325,84866,0,5,6,0,6,560,14,7,2013
1951,2,2,166176823,0,0,72,42784,1028685,148454,128201,0,10,6,0,4,561,14,7,2013
1954,3,2,186106000,0,0,20,222530,1321019,501704,303450,0,3,8,0,2,567,17,7,2013
1948,3,0,108702104,0,1,18,23678,112098,33825,6088,5,8,5,0,4,562,16,7,2013
1976,2,1,140987509,0,0,46,103474,804364,52420,45224,0,6,5,0,2,560,13,7,2013
1962,3,1,79023275,0,1,66,19557,41973,20665,3131,0,2,0,0,3,560,14,7,2013
1960,1,2,82790982,0,0,99,81158,13535,36908,54651,0,4,5,0,0,562,14,7,2013
1972,3,1,161612669,0,0,63,103579,1340110,320229,182819,2,1,11,0,0,556,9,7,2013
1968,3,2,117969974,0,1,84,6803,37560,682,12073,0,4,1,0,0,567,19,7,2013
1963,3,1,96673075,0,1,65,8741,48959,7129,0,4,4,6,0,5,565,17,7,2013
1962,4,2,169983897,0,0,32,62713,803199,106677,121970,0,4,13,0,3,562,16,7,2013
1969,3,1,62092188,1,0,36,3158,37656,887,13770,2,0,4,0,1,560,15,7,2013
1984,2,2,85093407,1,0,65,16091,155790,1992,40521,3,6,6,0,5,560,13,7,2013
1958,2,2,121037252,0,1,60,36754,50015,9888,55744,3,3,4,0,2,565,16,7,2013
1972,4,1,62287000,1,0,16,2023,26299,2023,8092,1,2,4,0,1,818,28,3,2014
1989,2,1,42553000,1,0,31,30345,30345,14161,30345,5,7,1,0,0,662,23,10,2013
1947,3,3,135485030,0,1,85,116479,430463,41999,68330,2,12,3,0,3,561,15,7,2013
1975,2,1,138988554,0,0,17,43859,914234,187879,63277,1,6,6,0,5,561,15,7,2013
1952,2,1,96713187,0,1,5,17560,443691,55987,90009,4,12,6,0,3,561,16,7,2013
1978,2,1,70681469,1,0,38,1769,3047373,11887,3795,12,3,0,0,1,557,12,7,2013
1958,2,1,120659520,0,1,62,113066,502341,240540,134082,3,7,9,0,0,567,16,7,2013
1958,2,2,144475853,0,0,47,43167,593337,277613,59197,3,9,7,0,1,563,14,7,2013
1976,3,2,97805000,0,1,23,4046,60690,12138,0,0,5,3,0,3,656,17,10,2013
1971,1,1,93234792,0,0,82,182080,394760,385034,286234,7,8,4,0,3,567,20,7,2013
1976,2,2,56014000,1,0,89,4046,44506,6069,56644,3,0,4,0,1,797,7,3,2014
1965,1,2,65269407,1,0,55,6069,34736,8186,13741,2,1,2,0,2,562,14,7,2013
1946,3,0,110292824,0,1,19,34965,135641,49950,8991,5,8,5,0,4,562,16,7,2013
1976,2,1,133831907,0,0,3,2769,450446,28638,39307,3,4,9,0,6,561,15,7,2013
1964,2,2,153488320,0,0,17,192632,700980,97192,91400,1,9,5,0,5,567,19,7,2013
1977,1,0,105942694,0,0,28,70805,382886,75906,56071,4,7,3,0,4,561,16,7,2013
1954,3,0,132514000,0,0,84,28322,1456560,416738,2023,3,4,10,0,2,329,24,11,2012
1975,2,0,79101230,0,0,7,1300,98983,16328,23697,1,3,0,0,5,560,12,7,2013
1975,2,2,45090000,1,0,6,14161,16184,17227,8092,3,2,5,0,0,562,18,7,2013
1965,3,1,165924032,0,0,94,203750,1639824,34617,136521,0,8,8,0,4,568,19,7,2013
1952,2,1,124176121,0,0,8,8328,148095,22709,15127,9,4,8,0,5,565,17,7,2013
1973,2,0,132998942,0,0,56,17662,255060,7353,37310,7,8,6,0,5,561,14,7,2013
1984,2,1,85125921,1,0,64,16529,149942,2830,31877,3,5,6,0,5,560,13,7,2013
1984,2,1,38499000,1,0,15,6069,50575,0,8092,3,4,3,0,6,785,23,2,2014
1959,3,0,78549604,1,1,30,18714,79157,29971,26873,4,1,3,0,5,560,12,7,2013
1966,2,2,135558000,0,1,23,26299,295690,76874,40460,3,3,5,0,1,755,24,1,2014
1957,3,1,169866185,0,0,58,98996,861722,317514,229496,0,3,11,0,6,560,15,7,2013
1961,2,2,134775759,1,1,78,19532,111497,47363,46830,5,2,5,0,0,567,18,7,2013
1984,3,1,179846869,0,0,74,133063,1522397,147379,300253,1,6,13,0,1,568,20,7,2013
1974,2,0,81962743,1,0,94,18655,42488,26176,6965,2,1,4,0,2,558,14,7,2013
1967,2,0,93197025,0,0,68,14122,211166,66754,89080,1,7,4,0,1,561,16,7,2013
1974,4,1,142454186,0,0,14,79781,1268104,118293,159982,1,5,8,0,2,561,17,7,2013
1962,2,1,110984418,0,1,64,6479,41692,4788,2560,4,5,5,0,5,567,18,7,2013
1970,4,2,136667000,0,0,76,84966,1215823,194208,113288,0,0,12,0,0,391,25,1,2013
1968,3,0,124254177,0,1,74,102293,315460,84811,13770,0,5,9,0,5,561,14,7,2013
1944,2,1,108630607,0,0,20,47557,161903,67938,12228,2,8,4,0,4,563,17,7,2013
1979,2,1,102833428,0,0,36,37287,196534,61880,39992,2,6,2,0,4,562,16,7,2013
1971,4,2,155181000,0,0,69,14161,532049,74851,64736,2,0,6,0,0,829,8,4,2014
1981,4,0,170260269,0,0,78,217846,1478538,104666,158231,0,6,5,0,6,556,12,7,2013
1950,2,1,109903024,0,0,49,51095,241187,53109,7120,3,9,7,0,4,561,16,7,2013
1974,2,0,82337042,1,0,20,11497,102632,15206,21275,2,4,2,0,5,561,14,7,2013
1988,4,0,131040000,0,0,46,34391,623084,42483,109242,2,4,4,0,5,317,12,11,2012
1958,4,1,95722000,1,1,69,16184,135541,64736,50575,5,3,10,0,1,670,31,10,2013
1980,0,1,28429181,1,0,2,6839,25732,10398,12058,0,2,4,0,6,562,18,7,2013
1963,3,1,69055147,1,0,48,0,43394,6558,2789,2,2,3,0,2,560,14,7,2013
1962,4,2,86456000,0,0,15,262990,287266,135541,82943,0,9,7,0,0,442,17,3,2013
1964,2,3,62878000,1,0,70,8092,18207,10115,0,2,5,5,0,0,755,24,1,2014
1957,1,1,111009229,0,1,32,15207,61596,3975,0,4,5,7,0,5,567,20,7,2013
1983,3,0,195138978,0,0,27,199341,1749927,208722,283105,0,5,11,0,5,561,15,7,2013
1969,2,1,37591022,0,0,48,1633,41180,3656,3229,3,2,1,0,3,567,18,7,2013
1969,2,2,119858000,0,1,8,2023,382347,206346,345933,4,6,14,0,0,479,23,4,2013
1963,1,1,164476456,0,0,73,40460,733016,257396,47596,0,3,10,0,5,561,13,7,2013
1991,0,1,31531035,1,0,23,4628,22712,17164,25256,2,3,1,0,2,564,16,7,2013
1958,3,0,123504927,0,0,76,20753,135807,22972,5221,1,8,7,0,4,561,15,7,2013
1968,2,1,119136127,0,1,27,16479,174421,8708,48378,1,6,8,0,3,561,13,7,2013
1983,2,1,165130898,0,0,30,173940,902184,137031,194797,0,4,9,0,0,568,17,7,2013
1963,3,3,97062609,1,1,49,3144,26146,11027,5409,3,1,4,0,0,561,16,7,2013
1956,2,2,151810341,0,1,70,163871,343105,158897,66767,3,10,6,0,4,567,19,7,2013
1970,2,1,103611123,0,0,11,46085,560576,245214,86315,1,6,3,0,3,561,14,7,2013
1986,1,2,165968518,0,0,20,184695,1251802,54730,264576,2,3,7,0,5,562,16,7,2013
1978,1,2,111211000,0,1,23,107219,220507,171955,24276,2,2,6,0,2,503,17,5,2013
1969,3,1,165704802,0,0,79,241241,1580271,85542,130971,0,7,8,0,4,567,18,7,2013
1950,3,0,125148757,0,1,30,4225,178954,13515,12572,2,5,9,0,0,568,19,7,2013
1977,2,1,73731000,1,1,47,16184,2023,24276,0,1,1,3,0,0,832,11,4,2014
1977,3,0,92801000,1,1,91,0,64736,0,10115,2,1,4,0,0,228,15,8,2012
1963,2,3,54872000,2,1,60,6069,52598,26299,24276,5,2,4,0,0,390,24,1,2013
1962,4,4,171161000,0,0,25,62713,1122765,135541,198254,2,5,12,0,3,823,2,4,2014
1988,3,1,77435000,1,0,78,4046,265013,28236,46529,4,5,8,0,0,289,15,10,2012
1960,2,1,136018730,0,1,36,40424,379179,36515,10874,2,7,9,0,3,567,17,7,2013
1972,2,2,152645062,0,1,30,86149,382925,250353,46775,1,9,10,0,4,560,15,7,2013
1954,3,1,105090948,0,1,60,4046,145383,14942,1654,7,9,4,0,4,562,15,7,2013
1958,2,1,175621236,0,0,19,72225,917887,349764,91409,0,1,14,0,0,560,14,7,2013
1976,2,1,140988476,0,0,45,102826,804331,52446,44966,0,6,5,0,2,560,13,7,2013
1954,2,2,78133844,0,1,76,639,19693,4149,0,1,2,2,0,3,561,15,7,2013
1960,3,0,146517360,0,0,73,136595,506380,263204,241256,3,8,4,0,5,568,17,7,2013
1946,4,2,160174000,0,0,54,176001,908327,236691,93058,2,2,6,0,1,431,6,3,2013
1971,3,2,87311000,1,1,55,2023,109242,6385,2023,1,5,4,0,1,479,23,4,2013
1947,3,3,135706882,0,1,84,91391,451199,8508,32368,2,11,4,0,3,561,13,7,2013
1960,2,1,111025437,0,1,40,9408,50478,5276,1584,4,5,6,0,5,567,18,7,2013
1952,2,1,68205231,1,1,15,11961,20758,27880,16622,4,0,4,0,1,560,14,7,2013
1953,2,1,106078498,0,1,62,2704,25438,1266,11089,0,0,2,0,3,561,16,7,2013
1973,2,1,150816634,0,0,12,156145,1457374,283127,168294,2,7,4,0,6,568,19,7,2013
1977,2,1,42992814,1,0,62,6440,37983,3220,3220,3,0,1,0,2,561,16,7,2013
1968,2,0,100193610,0,1,34,6510,37518,6289,0,1,4,3,0,3,565,17,7,2013
1955,3,1,158660138,0,0,47,141097,744467,72181,39274,4,8,9,0,0,562,17,7,2013
1979,2,2,113032000,0,1,23,68782,216461,192185,68782,3,2,10,0,0,630,21,9,2013
1970,4,2,115850513,0,1,97,166236,644344,216574,155398,5,3,9,0,0,565,17,7,2013
1963,2,2,149004544,0,0,24,94222,288842,54604,21770,1,6,10,0,4,568,19,7,2013
1967,2,2,114779373,0,0,48,152574,290399,157887,114398,5,8,5,0,0,568,18,7,2013
1956,2,2,139654799,0,0,79,120023,418203,97508,113932,2,7,9,0,3,562,16,7,2013
1977,2,1,148399936,0,0,74,86962,449956,25767,79357,1,4,4,0,4,560,12,7,2013
1970,3,2,65522000,1,1,75,6069,34391,2023,8092,2,0,5,0,0,617,8,9,2013
1985,3,2,165850682,0,0,39,148343,1003173,83090,69571,0,4,9,0,6,561,14,7,2013
1964,3,0,108045630,0,0,35,0,125426,26299,28322,2,7,7,0,3,389,23,1,2013
1987,2,0,54944197,1,0,41,0,21907,2112,7912,0,2,2,0,2,562,15,7,2013
1972,2,0,129913133,0,0,49,30597,551015,29839,49816,4,2,8,0,5,561,15,7,2013
1970,2,3,152416898,0,0,16,279804,661833,165730,115184,0,10,3,0,5,565,18,7,2013
1945,4,4,172202000,0,0,47,386393,770763,309519,248829,0,5,5,0,0,825,4,4,2014
1961,3,2,124604078,0,1,67,53165,659370,93479,77331,5,10,5,0,5,567,18,7,2013
1961,1,1,164299161,0,0,71,56517,647897,281960,85677,0,3,10,0,5,561,14,7,2013
1969,2,0,104878529,0,0,44,23611,286005,120143,43322,0,3,2,0,3,560,16,7,2013
1973,2,1,155146268,0,0,53,192416,734159,166011,160552,0,8,8,0,1,561,16,7,2013
1966,2,0,64551216,0,0,41,3650,0,5983,1612,0,0,3,0,1,560,13,7,2013
1983,2,2,146149360,0,0,89,153117,872037,107206,206921,3,10,6,0,3,561,16,7,2013
1952,3,2,78360774,1,0,34,5456,35690,1429,2041,5,1,0,0,5,560,13,7,2013
1990,0,1,79873153,0,0,19,32089,317269,430142,149335,2,6,4,0,0,568,20,7,2013
1954,3,1,125405000,0,1,35,0,197106,44506,27729,1,0,7,0,0,567,17,7,2013
1972,2,2,150801246,0,0,85,169625,652640,120934,150872,2,9,7,0,4,566,17,7,2013
1971,3,0,99659000,1,0,53,20230,190162,6069,14161,3,6,4,0,1,482,26,4,2013
1959,2,1,150880669,0,0,16,177079,1392663,299185,275098,1,6,5,0,6,568,20,7,2013
1976,1,1,119284829,0,1,26,89559,438008,43714,17955,3,3,11,0,4,562,15,7,2013
1963,2,2,78347338,1,1,57,1913,11728,4155,2916,1,2,2,0,3,566,19,7,2013
1973,2,0,192259050,0,0,47,193438,1707471,166001,195013,0,6,8,0,5,560,13,7,2013
1961,3,2,145734102,0,1,105,16120,157462,12305,29554,4,6,11,0,0,561,13,7,2013
1944,4,2,113851181,1,0,42,14161,27044,10709,7791,1,0,0,0,0,560,14,7,2013
1973,2,2,135944400,0,0,38,61980,330513,16184,31753,4,8,9,0,6,561,16,7,2013
1956,3,3,136852645,0,0,85,103992,546355,71272,117308,1,10,4,0,3,561,15,7,2013
1973,1,0,100071090,0,0,21,10115,84982,8188,169,1,3,2,0,3,559,13,7,2013
1963,2,1,104858575,0,1,36,4797,33176,1907,6993,3,2,4,0,1,565,16,7,2013
1980,2,0,56477750,1,0,73,9667,176593,13319,0,2,3,2,0,2,560,13,7,2013
1973,1,2,46951696,1,0,87,14023,43546,20641,274,2,2,4,0,2,557,11,7,2013
1965,3,0,100297251,0,1,45,3628,30313,4848,0,2,4,4,0,3,562,15,7,2013
1963,2,1,157450780,0,0,86,59787,834997,114063,68767,2,4,4,0,3,566,16,7,2013
1969,1,0,127918324,0,1,17,213261,159491,74589,12268,1,0,10,0,0,565,16,7,2013
1970,2,2,155517746,0,1,62,26005,319251,72122,18500,0,2,5,0,3,559,12,7,2013
1982,1,2,115187439,0,0,55,57065,252126,66805,46336,5,6,4,0,2,560,15,7,2013
1960,4,0,107782206,0,1,63,5702,10902,11350,14188,2,2,7,0,0,562,16,7,2013
1962,2,2,125184202,0,1,90,1676,56987,0,291,0,7,7,0,4,562,15,7,2013
1974,2,1,134863000,0,0,28,200277,1668975,434945,147679,0,5,14,0,0,511,25,5,2013
1979,2,0,44705229,1,0,46,2224,8796,201,0,0,0,3,0,0,560,15,7,2013
1960,1,1,166993720,0,0,31,88719,1648732,340207,304467,0,7,11,0,4,561,17,7,2013
1979,1,1,53291000,1,0,3,12138,24276,8092,38437,4,0,3,0,0,638,29,9,2013
1947,4,1,107213000,0,1,77,8092,48552,2023,12138,1,0,4,0,0,831,10,4,2014
1978,2,0,78768599,1,0,86,7887,46714,8787,0,0,4,2,0,1,560,13,7,2013
1978,2,2,161189315,0,0,29,242794,1157968,418068,43538,0,5,7,0,6,562,15,7,2013
1974,3,1,158911650,0,0,16,187160,1326121,102671,98806,0,2,6,0,0,568,19,7,2013
1958,3,2,80149000,1,1,64,0,34391,2023,0,5,3,5,0,0,817,27,3,2014
1976,2,0,42583534,1,0,50,0,24825,19296,14524,2,0,3,0,0,567,16,7,2013
1975,2,1,78447419,1,0,10,3051,30571,610,0,1,3,2,0,5,559,14,7,2013
1984,2,0,58555000,1,0,94,14161,127449,14161,18207,2,5,2,0,1,245,1,9,2012
1958,4,2,97412282,0,0,75,14749,45952,6162,5787,4,4,7,0,5,561,16,7,2013
1946,3,1,158859378,0,0,49,139599,1312351,40716,317,3,6,8,0,0,561,15,7,2013
1971,3,2,58606711,1,0,52,1565,17623,2937,0,2,0,2,0,2,560,15,7,2013
1978,2,1,108386000,0,1,87,15652,157794,0,20230,0,11,7,0,0,299,25,10,2012
1947,3,1,190297639,0,0,80,79213,1218312,146649,74378,0,5,5,0,5,562,16,7,2013
1966,2,3,62614498,0,0,55,2512,22613,13606,9071,2,2,2,0,0,567,16,7,2013
1965,2,1,131453839,0,1,102,146776,223246,40093,91560,2,5,5,0,2,560,15,7,2013
1971,2,2,101090000,1,1,11,0,46529,24276,8092,3,5,1,0,0,819,29,3,2014
1970,3,0,77981494,1,0,1,8905,38766,1781,0,2,3,1,0,5,560,16,7,2013
1979,1,0,76485000,1,0,56,18207,22253,6069,15547,1,3,2,0,0,560,13,7,2013
1970,3,0,79254026,0,0,0,9715,38860,6378,3599,2,3,0,0,5,560,15,7,2013
1976,2,2,132485196,0,0,33,10288,127788,0,6173,0,10,7,0,0,561,16,7,2013
1979,2,1,87435000,1,0,34,8092,109242,0,4046,0,2,2,0,2,688,18,11,2013
1969,2,0,61753000,1,0,90,20230,34391,14161,22253,2,4,3,0,0,531,14,6,2013
1988,1,2,32100000,1,0,79,26299,20230,10115,34391,5,0,1,0,1,861,10,5,2014
1981,2,2,31598927,0,0,42,2097,5544,14610,8991,0,0,0,0,3,558,12,7,2013
1978,2,1,165149726,0,0,37,334725,1445610,227993,121235,0,3,8,0,4,562,16,7,2013
1963,2,0,46310360,0,0,52,14248,42382,14248,31438,0,2,5,0,0,561,16,7,2013
1976,2,2,45293952,1,0,7,15749,28178,16908,3323,2,1,2,0,2,559,14,7,2013
1957,2,0,138335222,0,0,32,80516,1011672,205464,138808,1,2,5,0,5,562,17,7,2013
1965,4,1,129081963,0,0,68,27020,497779,14473,29636,0,9,5,0,5,561,15,7,2013
1983,1,1,114496463,1,0,39,115024,487382,20814,81275,7,8,9,0,0,562,15,7,2013
1976,2,1,78587154,1,0,11,0,63546,5668,8097,1,3,1,0,5,560,13,7,2013
1966,3,1,167827639,0,0,85,73519,1357411,100377,71628,2,4,3,0,1,568,18,7,2013
1970,2,3,172433000,0,0,0,210392,940734,226576,382347,1,7,4,0,6,560,16,7,2013
1969,2,1,158986066,0,0,41,123562,349825,65464,151418,0,0,7,0,3,560,15,7,2013
1968,1,1,93465979,0,0,79,165667,396315,378641,267747,6,8,4,0,3,567,19,7,2013
